Colonne1;year;record_number;pages;catalogue_title;authors
183304;2008;183362;[17, 18];Restoring Africa's dignity;Konate, Doulaye
105695;1997;184079;[10, 11, 12, 13];Tangier: myths and memories;Ben Jelloun, Tahar
184034;2008;185737;[3];Editorial;Sopova, Jasmina
184034;2008;185738;[4, 5];Silent giants;Sopova, Jasmina
184034;2008;185740;[6, 7];Roha the wonderful;Sopova, Jasmina
184034;2008;185741;[8, 9, 15];The Country of the king with the protruding tongue;Sopova, Jasmina
184034;2008;185743;[10, 11, 18];The Intangible treasures of Lake Tana;Sopova, Jasmina
184034;2008;185744;[12];A Prehistoric tale told in pictures;Sopova, Jasmina
184034;2008;185746;[13, 14, 15];Saving the Cuban Noticieros;Andrade, Alice de
184034;2008;185748;[16, 17];Atahualpa Yupanqui: artist of the essential;Cohen, Andrea
185815;2009;185862;[3, 4, 5, 6];Roha the wonderful;Sopova, Jasmina
185815;2009;185865;[7, 8];A Permanent challenge;Cameron, Christina
185815;2009;185867;[9, 10];Legendary Camagüey;Bobes, Marilyn
185815;2009;185873;[11, 12, 13];The Grand old lady and the plastic chairs;Zacharopoulou, Katerina
185815;2009;185874;[14, 15, 16];Visiting submerged treasures;Lubbadeh, Jens
185815;2009;185875;[17, 18, 19];When world heritage sites and biosphere reserves merge;Cavander, Letea
185815;2009;185876;[19];World heritage sites and biosphere reserves: 85 sites in common;Persic, Ana
185815;2009;185877;[20, 21, 22];The Personal eye of a familiar stranger;Sopova, Jasmina
185818;2009;185897;[4, 5];Each language is a unique world of thought;Moseley, Christopher|Iglesias Kuntz, Lucía
185818;2009;185899;[6, 7];The Monkeys, the scorpion and the snake;Bergeret, Yves
185818;2009;185903;[8, 9];Preaching in the wilderness or banking on the future?;Diop, Boubacar Boris|Sopova, Jasmina
185818;2009;185904;[11, 12];An Epidemic is threatening indigenous languages;Haboud, Marleen|Iglesias Kuntz, Lucía
185818;2009;185908;[13, 14];The Secrets of Machaj Juyai-Kallawaya;Loza, Carmen Beatriz
185818;2009;185911;[15, 16];The Saga of the Ainu language;Tahara, Kaori
185818;2009;185913;[18, 19, 20];Languages and immigration: bilingualism is an asset;Bijeljac-Babic, Ranka
185818;2009;185915;[20];Babylon reconquered;Zariab, Spôjmaï
185818;2009;185919;[21, 22];The Indian dilemma;Murugaiyan, Appasamy
185818;2009;185921;[23, 24];Kyrgyz: an emerging language;Markelova, Katerina
185864;2009;185974;[3, 4];Editorial;Stenou, Katérina
185864;2009;185977;[5, 6, 7];Writing histories in the plural;Dumont, Georges Henri
185864;2009;185993;[8, 9, 10];Decolonizing history;Iye, Ali Moussa
185864;2009;185995;[10];What are the Ajami?;Ziadah, Mohamed
185864;2009;185996;[11, 12, 13];An Ear for the past: interview with Djibril Tamsir Niane;Couratier, Monique|Niane, Djibril Tamsir
185864;2009;185997;[14, 15, 16];Steppes and the silk route;Bosworth, Clifford Edmund
185864;2009;186000;[17, 18, 19];History seen through societies;Boel, Niels
185864;2009;186002;[20, 21, 22];Shared destiny;Augier, Roy
185864;2009;186003;[23, 24];Messages from Islam;Bouhdiba, Abdelwahab
185864;2009;186005;[25, 26];The Rosetta stone of Bisotun;Taniguchi, Junko|Fardanesh, Farzin
185864;2009;186006;[27, 28];Teaching science: child's play;Tinio, Linda|Galfard, Christophe
185958;2009;186048;[4];60 years of friendship: India in The UNESCO courier, 1949-2009;UNESCO. Director-General, 1999-2009 (Matsuura, K.)
185958;2009;186049;[6];The Bonds uniting India and UNESCO;Radhakrishnan, Sarvepalli
185958;2009;186054;[8, 9, 10, 11, 12];All men are brothers: UNESCO's tribute to Mahatma Gandhi;
185958;2009;186056;[13];Nai talim: the Gandhi method of education for life;Kabir, Humayun
185958;2009;186059;[14, 16, 17, 18];Portrait of a man;Ray, Satyajit
185958;2009;186061;[19, 20];Makers of modern India;Gopal, Sarvepalli
185958;2009;186064;[22, 23, 24, 25];5000 years of Indian culture;Naravane, Vishwanath S.
185958;2009;186065;[26, 27];Contemporary Indian films for international understanding;Abbas, Kwaja Ahmad
185958;2009;186066;[28, 29];The First Indian studios;Maitra, Romain
185958;2009;186067;[31, 32];Shah Jahan's heaven and hell: the Red Fort in Delhi;Murugaiyan, Appasamy
185958;2009;186068;[33, 34];A Matter of choice;Sen, Amartya Kumar
185958;2009;186069;[36, 37, 38];Vandana Shiva talks to Judithe Bizot;Shiva, Vandana|Bizot, Judith
185958;2009;186070;[39, 40];A Barrage of protest;Coles, Peter|Bavadam, Lyla
185958;2009;186071;[41, 42];Project Tiger;Singh, Rahul
185958;2009;186072;[42, 43];Tigers and men;Sidhva, Shiraz
185958;2009;186073;[44];Turn off the lights please!;Pachauri, Rajendra|Sopova, Jasmina
185958;2009;186074;[46, 47, 48];Scenes from everyday life;Ramaswamy, Sundara
185958;2009;186075;[49, 50, 51];India: cycles of birth and rebirth;Gnanasambandan, A.S.
185958;2009;186076;[52];Class, caste and power;Patel, Ambalal Somabhai
185958;2009;186077;[53, 54];India's hidden apartheid;Guru, Gopal|Sidhva, Shiraz
185958;2009;186078;[55, 56];An Elusive ideal;Thapar, Romila
185958;2009;186079;[57, 58];Ideology clashing with history: Romila Thapar talks to Shiraz Sidhva;Thapar, Romila|Sidhva, Shiraz
185885;2007;186101;[10, 11];From idea to breakthrough: the inspiring story of Tostan;Amat, Mamadou
185885;2007;186103;[3, 4];Nadine Gordimer: the image and the word;Gordimer, Nadine
185885;2007;186104;[5, 6];The Long-lasting memory of storybooks;Fahari, Gladys
185885;2007;186106;[8, 9];Literacy versus poverty;Zhao Liming
185885;2007;186108;[12, 13, 14];Reach out and read: linking literacy and health;Fasbinder, Lauren
185885;2007;186110;[15, 16, 17];A testimony of hope for a beleaguered area;Ayorinde, Steve
185885;2007;186112;[18];The Two tracks of my life;Waberi, Abdourahman A.
185900;2009;186116;[5, 6, 7];The Water we eat;Lubbadeh, Jens
185900;2009;186117;[8, 9];Blue scorpions against water corruption;Nording, Linda
185900;2009;186119;[10, 11];The Yangtze or a journey through time;La Tullaye, Loïc|La Tullaye, Geoffroy|Markelova, Katerina
185900;2009;186120;[12, 13];Australia's water revolution;Wahlquist, Asa
185900;2009;186121;[14, 15];Water in a changing world;Unver, Olcay|Nolan, Cathy
185900;2009;186122;[16, 17, 18, 19];Saving our nearest relatives;Amelan, Roni
74751;1981;186457;[28, 29, 32, 33];African youth between tradition and modernity;Ly, Boubakar
186515;2009;186528;[3, 4, 5];The Deep dive syndrome;Blas de Roblès, Jean Marie
186515;2009;186529;[6, 7];Twenty thousand sites under the sea;Boel, Niels
186515;2009;186531;[8];The Key to Australian ancient history under water?;Nutley, David
186515;2009;186532;[9, 10];The Hulks of Forton Lake;Coles, Peter
186515;2009;186533;[11, 12, 13];Visiting submerged treasures;Lubbadeh, Jens
186515;2009;186534;[14, 15];Beneath the water, heritage in search of international protection;Koschtial, Ulrike
186515;2009;186535;[16, 17];Catherine Cesarski: This is the golden age of astronomy;Gaillard, Pierre|Cesarski, Catherine
186521;2009;186536;[3];A Subtle interplay of forces;Iglesias Kuntz, Lucía
186521;2009;186537;[4, 5];Each language is a unique world of thought;Moseley, Christopher|Iglesias Kuntz, Lucía
186521;2009;186538;[6, 7];The Monkeys, the scorpion and the snake;Bergeret, Yves
186521;2009;186539;[8, 9];Seriously speaking: what is ch'ti?;Duriez, Isabelle
186521;2009;186542;[10, 11];Wuthing we gwen tull?;Lloyd, Tom
186521;2009;186543;[12, 13];An Epidemic is threatening indigenous languages;Haboud, Marleen|Iglesias Kuntz, Lucía
186521;2009;186544;[14, 15, 16];Clea Koff: bones never lie;Koff, Clea|Sidhva, Shiraz
186521;2009;186545;[17];We are all actors;Boal, Augusto
186699;2009;186711;[3];Editorial: towards building more just and sustainable societies;Burnett, Nicholas
186699;2009;186713;[4, 5];School for sustainability;Rania, Queen of Jordan|Nolan, Cathy
186699;2009;186714;[6, 7];Saving starfish;Otieno, Yvonne|Scull-Carvalho, Susan
186699;2009;186715;[8, 9];Water schools shed light on Yangtze pollution;Gong Yidong
186699;2009;186717;[10, 11];Inside the green tents;Boel, Niels
186699;2009;186718;[12];Alphabet of development;Laurentien, Princess of the Netherlands
186699;2009;186719;[13, 14, 15, 16];And then they came for me: last words of UNESCO World Press Freedom Prize laureate Lasantha Wickrematunge;Wickrematunge, Lasantha
186700;2009;186720;[3];Editorial;Rivière, Françoise
186700;2009;186721;[4, 5, 6];The Beauty of the swan;Fan Zeng
186700;2009;186723;[7, 8];Calligraphy, the art of making words sing;Makaremi, Hassan|Couratier, Monique
186700;2009;186725;[9, 10];The Personal eye of a familiar stranger;Sopova, Jasmina
186700;2009;186726;[11, 12];Travelling music;Arnaud-Demir, Françoise
186700;2009;186727;[13];The Warrior monks of the young wood;Abbot Shi Yongxin|Cauhape, Weiny
186700;2009;186728;[14, 15];Around the world on a silk thread;Booth, Eric B.
186700;2009;186729;[15];Champagne et soie: un mariage royal;Markelova, Katerina
186700;2009;186730;[16];Much more than fish and ships;Bernal, Patricio
186704;2009;186749;[3];Editorial;Ishwaran, Natarajan
186704;2009;186750;[4, 5];Man and the Biosphere: applying the concept literally;Lubbadeh, Jens
186704;2009;186751;[6, 7];Tigers and men;Sidhva, Shiraz
186704;2009;186752;[8, 9, 10];Climate change bogeyman in your neighbourhood;Lee, Robert
186704;2009;186753;[11, 12];Lajat: where nature meets history;Kodmani, Hala
186704;2009;186754;[13, 14, 15];When world heritage sites and biosphere reserves merge;Cavander, Letea
186704;2009;186755;[15];World heritage sites and biosphere reserves: 85 sites in common;Persic, Ana
186704;2009;186756;[16];Fuerteventura, the complete reserve;Minondo, Ana
186704;2009;186757;[17, 18];Higher education shaken by change;Bollag, Burton
186704;2009;186758;[19, 20, 21];A Bridge to nowhere;Lubbadeh, Jens
70725;1986;187013;[9, 10, 11];Worlds apart;Doumenge, François
95092;1993;187142;[44];A Ligue of minds;Valéry, Paul
95092;1993;187143;[45, 46];Reaching the general conscience;Valéry, Paul|Focillon, Henri
95092;1993;187144;[46, 47];Books of the world;Reichmann, Edgar
95106;1993;187170;[8];Editorial;Elnadi, Bahgat|Rifaat, Adel
95106;1993;187171;[19];An Appeal for non-violence;UNESCO. Director-General, 1987-1999 (Mayor, F.)
95106;1993;187172;[42, 43, 44];Goethe, a mind for the universal;Valéry, Paul|Entretiens sur Goethe Frankfurt, Germany 1932|Mann, Thomas|Opresco, Georges
95106;1993;187175;[49, 50];Books of the world;Wise, Calum
96850;1994;187198;[25, 26, 27];Inventing the urban future;Bequette, France
96815;1994;187199;[23, 24, 25];Defeating decibels;Bequette, France
53853;1971;187235;[6, 7];25 years of UNESCO viewed by a student of 25;Naraghi, Ehan
44064;1979;187236;[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27];The Huichol Indians: a pre-Columbian culture in Mexico today;Negrín, Juan
74770;1979;187298;[4, 5];The Will for peace;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)
74681;1984;187323;[4, 5, 6];The Adventure of world trade: from barter to big business;Lima Sobrinho, Barbosa
45086;1979;187387;[5, 6, 7, 8];A Chinese emperor's clay army;Gu Wenjie
40945;1980;187388;[9, 10, 11, 12, 13, 14];Australian bark paintings: the aborigine artists of Arnhem Land;Kupka, Karel
42993;1980;187389;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17];Yugoslavia: a kaleidoscope of cultures;Prelog, Milan
95141;1993;187716;[25, 26, 27];UNESCO: helping to save the earth;Bequette, France
44515;1979;187812;[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31];The Royal tombs of Macedon: a surprising archaeological find that may be the tomb of Philip, father of Alexander the Great;Andronicos, Manolis
74786;1978;187813;[38];Hundredth issue of Diogenes;Ormesson, Jean d'
184071;1993;187944;[33, 34];The World Solar Summit;Bequette, France
184071;1993;187945;[35, 36, 37];S.O.S. climate-but don't worry;Bequette, France
46520;1977;187947;[6, 7, 8, 9, 10, 11, 12];Ebla: a lost metropolis of 4,000 years' ago discovered in Syria;Matthiae, Paolo
49738;1975;188076;[4, 5, 6, 7, 8, 9, 32];Stress: the wear and tear of modern life;Khorol, Ivan Semyonovich
52257;1972;188090;[4, 5, 6, 7, 8, 9, 10, 11];Book, dear friend;Adoum, Jorge Enrique
56740;1970;188141;[27, 28, 29, 30, 31];Education put to the question;Lengrand, Paul
56743;1970;188142;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];A New strategy for global development;Pearson, Lester B.|World Bank. Commission on International Development
56988;1970;188334;[4, 5, 6, 7, 8];Carthage must not be destroyed;El Kafi, Jellal
52770;1971;188335;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17];Cultural policy, a modern dilemma;McDermott, Frank C.
52879;1971;188336;[4, 5, 6, 7];What future for futurology?;Le Lionnais, François
53888;1971;188337;[4, 5, 6, 7, 8, 9];Iran, cultural crossroads for 2,500 years;Avery, Peter
54453;1971;188338;[4, 5];S.O.S Angkor;Daifuku, Hiroshi
58738;1969;188339;[14, 15, 16, 17, 18, 19, 20, 21, 32];Mongolia;Facknitz, Konrad|Kostikov, Lev
58738;1969;188340;[31];Three-dimensional history class in Hungary;Almasy, Paul
52935;1971;188341;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23];The Magic of modern chemistry;Gregory, Gene
50399;1974;188406;[4, 5, 6, 7, 8];Lost treasures of the cinema, a call to halt the negligence (and even vandalism) through which many thousands of films have perished since the birth of the cinema industry;Garga, Bhagwan D.
57247;1969;188408;[4, 5];Can we keep our planet habitable?;Batisse, Michel
57783;1969;188409;[4, 5, 6, 8, 9, 10, 11, 12, 32];The New food revolution;Gregory, Gene
50495;1974;188410;[4, 5, 6, 7, 8, 9, 10, 11];"Gypsies: a minority at the crossroads; education opens new horizons for children of nomad families";Ivatts, Arthur R.
58067;1969;188764;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];The Arts and man;Hayman, D'Arcy
49648;1975;188765;[27, 28, 29, 30, 31];Our hidden mineral resources;Lukashev, Konstantin I.
70232;1953;189444;[2, 3];UNESCO and education for international understanding: an explanation for older children at school;Elvin, Herbert Lionel
70250;1953;189447;[3, 4];Books without chains: the story of libraries;Kent, Francis L.
70268;1953;189448;[3];Dangers in technical change;Métraux, Alfred
189411;2009;189461;[4, 5, 6];We must respond to climate change today;McGlade, Jacqueline
189411;2009;189462;[7];Turn off the lights please!;Pachauri, Rajendra|Sopova, Jasmina
189411;2009;189463;[8, 9];Double or quits on climate in Denmark;Hedegaard, Connie|Boel, Niels
189411;2009;189464;[10];Coming to terms with climate change;Christensen, Katherine Richardson
189411;2009;189465;[11, 12, 13];Building an effective and just climate agreement;Narain, Sunita
189411;2009;189467;[14];Refugees of the future will be climate refugees;Giorgi, Filippo|Sopova, Jasmina
189411;2009;189468;[15, 16];Record-breaking China;Pan Jiahua|Bartsch, Bernhard
189411;2009;189469;[17, 18];Kenya: burning sun and dusty soil;Jepson, Soren Bjerregaard
189411;2009;189470;[19, 20];Adios to the snowy heights;Sonderriis, Ebbe
189411;2009;189472;[3];For an ethical approach to climate change;Pompidou, Alain
66148;1958;189514;[3];Are we headed for catastrophe?;Heim, Roger
66148;1958;189515;[4, 5];Man against nature;Burton, Maurice
66285;1958;189516;[4, 5, 6];Solar energy today and tomorrow;Baum, V.A.
68778;1956;189520;[8, 10];Witch doctors and psychoanalysis;Lévi-Strauss, Claude
66121;1958;189522;[4];The Divorce of science and 'culture', a phenomenon of our time;Russell, Bertrand
66107;1959;189526;[27];How many possible hands in Bridge?;Besse, Jean
189496;2010;189535;[8, 9, 10];At one with Haiti;Soyinka, Wole
189496;2010;189536;[11, 12];Responsibility: the link between freedom and solidarity;Hadjadj, Bernard
189496;2010;189537;[13, 14];Culture: cradle of the Haitian renaissance;Jocelyn Lassègue, Marie Laurence
189496;2010;189538;[15, 16, 17, 18];Haiti's new start will not be from zero;Oriol, Michèle
189496;2010;189539;[19, 20, 21, 22];Building a new Haiti;Roc, Nancy
189496;2010;189540;[23, 24];The Haitian press: a turning point;Alphonse, Roberson
189496;2010;189541;[25, 26];A Common search for greater humanity;Peck, Raoul
189496;2010;189542;[27, 28];The Haitian economy's vicious circle;Chéry, Gérard
189496;2010;189543;[29, 30];Culture and development: two sides of the coin;Vigilante, Antonio
189496;2010;189544;[31, 32, 33];The Four pillars of Haitian reconstruction;Dupuy, Alex
189496;2010;189545;[34, 35];Street university;Lumarque, Jacky|O'Sullivan, Jean
189496;2010;189546;[36, 37];Reform instead of repetition;Coulanges, Jean
189496;2010;189547;[38, 39];Training brings concrete contribution to reconstruction: UNESCO in action;Benchelah, Mehdi
189496;2010;189549;[41, 42, 43];Kêbé l'Inesko Fò!;Pohle, Julia
189496;2010;189550;[44, 45, 46];René Depestre: between utopia and reality;Depestre, René|Sopova, Jasmina
189496;2010;189551;[47, 48];Education at risk: the impact of the financial crisis;Al-Samarrai, Samer
189496;2010;189552;[49, 50];We're breaking our promise to teach all the world's children;Watkins, Kevin
189496;2010;189554;[51, 52, 53];Ghani Alani: calligraphy is the link between man and the letter;Alani, Ghani|Mansour, Bassam
189496;2010;189556;[53, 54];Gender equality: a development imperative;Nujoma, Sam|Orville, Hans d'|Stark, Clare
189559;2007;189579;[3];Editorial: UNESCO: a will and a way;Sopova, Jasmina
189559;2007;189580;[4];Responding to new exigencies;Sopova, Jasmina|UNESCO. Director-General, 1999-2009 (Matsuura, K.)
189559;2007;189582;[5, 6];Cultures travel with humanity;Tello Díaz, Carlos
189559;2007;189589;[6, 7];Water, an obvious priority;Markelova, Katerina|Bardon, Agnès
189559;2007;189590;[8, 9];From Education for All to all of education;Bailey, Ariane|Williams, Sue|Burnett, Nicholas
189559;2007;189594;[10, 11];Towards inclusive knowledge societies;Amelan, Roni
189559;2007;189596;[12, 13];Making room for dialogue;Gaillard, Pierre
189454;2007;189634;[3, 4];Documentary heritage in the digital age: interview with Abdelaziz Abid;Abid, Abdelaziz|Sopova, Jasmina
189454;2007;189635;[5, 6];Return of the Kelly Gang;Chichester, Jo
189454;2007;189636;[7, 8, 9];Timbuktu manuscripts: Africa's written history unveiled;Djian, Jean Michel
189454;2007;189637;[10, 11];The Matenadaran: from copyist monks to the digital age;Ritter, Laurence
189454;2007;189640;[12, 13];A Bridge between cultures;Bustillos, Juan Carlos Núñez
189454;2007;189648;[14, 15];Slave trade archives: ports of call;Bergès, Louis
68956;1955;189661;[3];The Awakening continent;Benito, José de
189770;2009;189789;[3, 5];The Man who discovered the archives of terror;Almada, Martín
189770;2009;189790;[4];The Place where people go in but never come out;Jackman, David
189770;2009;189791;[6, 7];Dominicans recover their memory;Lorne, Gabrielle
189770;2009;189792;[8, 10];Memories of broken dreams and intact hopes;Boel, Jens
189770;2009;189793;[11, 12, 13, 14];Rehabilitation for the Song of the Nibelungs;Lubbadeh, Jens
189770;2009;189794;[12];Arnamagnaean Manuscript Collection;Jackman, David
189770;2009;189795;[15, 16, 17];The John Marshall Ju/'Hoan Bushman Film and Video Collection, 1950-2000;Sidhva, Shiraz
189770;2009;189796;[17];The Founding of the ethnographic film;Sidhva, Shiraz
189770;2009;189797;[18, 19];Donguibogam: precious book of medicine;Yeon Kyung
189770;2009;189798;[20, 21];In the blue ink of Malagasy aristocrats;Rabary-Rakotondravony, Lovasoa|Motchane-Brun, Isabelle
189770;2009;189799;[22, 23];A Wall comes down, a world is born;Kurkov, Andrei|Markelova, Katerina
189770;2009;189800;[24, 25];The Earth in close-up;Tinio, Linda
189457;2008;189812;[3];Frozen conflicts;Ahtissari, Martti|Amelan, Roni
189457;2008;189813;[4, 5, 6, 7, 8];The Challenge of peace;Ardatovsky, Vadim
189457;2008;189815;[9, 10];Racism is mutant;Diène, Doudou
189457;2008;189816;[11, 12, 13, 14];The Ubiquitous shadow of racism;Rex, John
189457;2008;189817;[15, 16];Luc Montagnier: building up immunities;Montagnier, Luc|Sopova, Jasmina
189457;2008;189818;[17, 18];Co-operation: the best way to combat AIDS;Vane, Sir John Robert
189457;2008;189819;[19, 20];Human dignity in question;Kutukdjian, Georges B.
189457;2008;189820;[21, 22, 23];UNESCO and bioethics;Kutukdjian, Georges B.
189457;2008;189832;[24, 25];Wangari Maathai: hopes and disappointments;Maathai, Wangari|Anbarasan, Ethirajan
189457;2008;189833;[26, 27, 28, 29];Wangari Muta Maathai: Kenya's green militant;Maathai, Wangari|Anbarasan, Ethirajan
189457;2008;189835;[30, 31];Madagascar: balancing act;Abid, Anisa
189457;2008;189836;[32, 33, 34, 35];Why wildlife matters;Fitter, Richard
189457;2008;189838;[36, 37];Cultural diversity and education: what has changed since 60 years ago?;Duvelle, Cécile
189457;2008;189839;[38];Ruth Benedict's last message on... cultural continuity in civilized world;Benedict, Ruth
189457;2008;189861;[42, 43, 44, 45, 46];In Arab lands learning means light;Fradier, Georges
68778;1956;189998;[3];(Editorial);Métraux, Alfred
15480;1966;189999;[12];An Equilibrium or else...;Toynbee, Arnold Joseph
68988;1955;190015;[2];(Editorial);Wendt, Gerald
190645;2011;190668;[5, 6];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
190645;2011;190669;[7, 8, 9];Chemistry: the science and art of matter;Lehn, Jean Marie
190645;2011;190679;[11, 12, 13, 14, 15, 16];Chemistry: how it all started;Meyer, Michal
190645;2011;190680;[18, 19, 20, 21];I love laser, it's my guiding light: interview with Tebello Nyokong;Nyokong, Tebello|Nolan, Cathy
190645;2011;190681;[21];Monitoring the country's health;Chandravanshi, Bhagwan Singh
190645;2011;190682;[22, 23];Herbs and metal: a pact against cancer;Anlong Xu
60487;1965;190683;[34, 35, 36];Conversations on an Indian campus;Behrman, Daniel
190645;2011;190684;[24];The Primacy of nature;Bolzani, Vanderlan da Silva
190645;2011;190685;[25, 26, 27];India's pharmaceutical boom: an interview with Sunil Mani;Mani, Sunil|Sidhva, Shiraz
190645;2011;190686;[28];Seaweed for health;Gardiner, Vicki
190645;2011;190687;[13];The Misfortunes of an over-materialistic alchemist;Lanuza-Navarro, Tayra M.C.
61953;1964;190689;[12, 13];Delights of the engraver's art: a page from the diary of Shevchenko, June 26, 1857;Shevchenko, Taras Gregorevich
78161;1958;190698;[29];Postage stamps help to fight illiteracy;Hill, C.W.
190645;2011;190713;[30, 31];New diet for the ozone eaters: Jes Andersen meets Ole John Nielsen;Andersen, Jes
190645;2011;190716;[32, 33];Iron tonic for the ocean's anaemia?;Boyd, Philip W.
190645;2011;190718;[33];Synthetic trees: a meeting with Klaus Lackner;Markelova, Katerina
190645;2011;190722;[34];Venus to the rescue;Sopova, Jasmina
190645;2011;190723;[35, 36, 37, 38];From dark to green ages;Lubbadeh, Jens
190645;2011;190724;[39, 40, 41];Letter to a young chemist: an interview with Akira Suzuki;Suzuki, Akira|Yoshida, Noriyuki
190645;2011;190726;[44];Studying chemistry in Ethiopia;Admassie, Shimalis
190645;2011;190727;[46, 47];Science without borders;Schneegans, Susan
190645;2011;190728;[48, 49];"UNESCO and CERN: like hooked atoms; Jasmina Sopova meets Rolf-Dieter Heuer";Sopova, Jasmina
190645;2011;190729;[51, 52];Art as a bridge between cultures;Humphreys, Stephen
190645;2011;190730;[53, 54];Touki Bouki's new life: an interview with Souleymane Cissé;Cissé, Souleymane|Lorne, Gabrielle
67651;1957;190768;[37];Strindberg: the impressionist;
68623;1956;190781;[3, 4];Editorial;Candau, M.G.
69080;1955;190782;[3];Editorial;Wendt, Gerald
66182;1958;190783;[3];Editorial;Candau, M.G.
191443;2011;191542;[3, 4];A Matter of commitment;Jean, Michaëlle|Markelova, Katerina
191443;2011;191547;[5, 6];Rights won, freedom lost;Ben Achour, Sana
191443;2011;191557;[];Crime without punishment;El Moctar, Aminetou Mint|Martel, Laura
191443;2011;191560;[10, 11, 12];Afraid of nothing;Kamal, Sultana|Ethirajan, Anbarasan
191443;2011;191562;[13, 14];Standing up to tyranny;González Mujica, Mónica|Jerez, Carolina|Iglesias Kuntz, Lucía
191443;2011;191564;[15];Gender equality: UNESCO's global priority;Corat, Saniye Gülser
191580;2006;191689;[3, 4];World heritage grows richer;Bardon, Agnès
191580;2006;191690;[4, 5];Iran: memories of Bisotun;Stronach, David
191580;2006;191691;[6, 7];A Bridge spanning two worlds;Berdejo, Laura
191580;2006;191692;[8, 9];Harar: the past behind closed doors;Bardon, Agnès|Anfray, Francis
191580;2006;191702;[9, 10];Tequila-tinted landscape;Núñez Bustillos, Juan Carlos
191580;2006;191704;[11, 12];Pandas roam free in China;Cauhape, Weiny|Zhang Hemin
191580;2006;191706;[13];World Heritage timeline;Banaag, José
191579;2006;191748;[3, 4];Winning at any cost?;Yahil, Edna
191579;2006;191749;[4, 5, 6];The Dope on cycling;Quigley, Matthew
191579;2006;191750;[6, 7];Street football in Paso del Rey;Iglesias Kuntz, Lucía
191579;2006;191751;[8, 9];Dying to be perfect;Won, Michelle
191579;2006;191752;[10, 11];Doping for glory in East Germany;Jackson, Guy
191579;2006;191795;[12, 13];Maria Mutola: the running wonder from Mozambique;Boavida, Maria
191579;2006;191796;[14];Sport timeline;Banaag, José
192261;2011;192298;[5, 6];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
192261;2011;192299;[7, 8];Global champion for women;Bachelet, Michelle|Sopova, Jasmina
192261;2011;192300;[9, 10, 11, 12];Women political leaders;Sidhva, Shiraz
192261;2011;192302;[13, 14];Putting Kyrgyzstan on the map;Otunbayeva, Roza|Markelova, Katerina
192261;2011;192303;[15, 16];A Matter of commitment;Jean, Michaëlle|Markelova, Katerina
192261;2011;192305;[17, 18, 19];Crime without punishment;El Moctar, Aminetou Mint|Martel, Laura
192261;2011;192306;[20, 21];Mama Maggy and her 20000 children: a meeting with Maggy Barankitse;Sopova, Jasmina
192261;2011;192307;[22, 23, 24];Afraid of nothing;Kamal, Sultana|Ethirajan, Anbarasan
192261;2011;192308;[25, 26, 27];A Lawyer with a thick skin;Jahangir, Asma|Zoubenko-Laplante, Irina
192261;2011;192309;[28, 29];Rights won, freedoms lost;Ben Achour, Sana
192261;2011;192319;[30, 31];Now or never;Muzzopappa, Giusy
192261;2011;192321;[32, 33];Standing up to tyranny;González Mujica, Mónica|Jerez, Carolina|Iglesias Kuntz, Lucía
192261;2011;192323;[34, 35];Slowly but surely;Habib, Humaira
192261;2011;192324;[36, 37];Conquering the job market;Lalami, Feriel
192261;2011;192326;[37, 38];Gender equality: a global public good;Corat, Saniye Gülser|Raimondo, Estelle
192261;2011;192328;[39, 40];Davos Forum: women are the future;Bennhold, Katrin
192261;2011;192329;[41, 42];Sowing the seeds of the future;Aguilar, Lorena|Trujillo Fernández, Alfredo
192261;2011;192331;[43, 44, 45, 46];Stars in my personal galaxy;Futoransky, Luisa
192261;2011;192332;[47, 48];Mother Teresa: the most powerful woman in the world;Chawla, Navin
192261;2011;192335;[48];Manuela Sáenz: liberator of the liberator;Pozo, Lautaro
192261;2011;192336;[50, 51];Tribute to Edouard Glissant;Pépin, Ernest
192261;2011;192337;[52];Foresight: youth is our country's wealth;Al-Faysal, Loulwah|Tinio, Linda
192261;2011;192338;[53, 54];Universal thought: Tagore, Neruda, Césaire, poetry in the service of a new humanism;Sopova, Jasmina|Antony, Noémie
193773;2011;193782;[5, 6];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
193773;2011;193783;[7, 8];Young people in the world: so different and so alike;Coleman, Monique|Markelova, Katerina
193773;2011;193784;[9, 10];An Act of survival;Fitouri, Emna
193773;2011;193785;[11, 12];Mobile revolution;Ibrahim, Gigi|Abu Hijleh, Khaled
193773;2011;193786;[13, 14];The Spring of outrage;Trujillo Fernández, Alfredo
193773;2011;193787;[16, 17];Young Czechs want to have their say;Ponnard, Mathieu
